usCite,caseName,dateDecision
"72 U.S. 81","Parmelee v. Simpson","1867-02-26"
"72 U.S. 87","Woodworth v. Insurance Co","1867-02-04"
"72 U.S. 90","Railroad Co. v. Barron","1867-04-22"
"72 U.S. 107","Hadden v. Collector","1867-02-13"
"72 U.S. 113","Shelton v. Collector","1867-02-26"
"72 U.S. 119","Stanley v. Colt","1867-02-04"
"72 U.S. 170","The Dashing Wave","1867-05-06"
"72 U.S. 178","The Science","1867-05-06"
"72 U.S. 179","The Volant","1867-05-06"
"72 U.S. 180","The Teresita","1867-05-06"
"72 U.S. 183","The Jenny","1867-05-13"
"72 U.S. 188","Ex Parte the Milwaukee R. Co","1867-05-13"
"72 U.S. 190","Barton v. Forsyth","1867-02-26"
"72 U.S. 194","Campbell v. Kenosha","1867-04-29"
"72 U.S. 205","Myers v. Fenn","1867-04-22"
"72 U.S. 208","Seaver v. Bigelows","1867-04-22"
"72 U.S. 211","Field v. Bigelow","1867-04-22"
"72 U.S. 211","U.S. v. Repentigny","1867-05-06"
"72 U.S. 268","Croxall v. Shererd","1867-04-15"
"72 U.S. 290","Christmas v. Russell","1866-12-26"
"72 U.S. 307","Green v. Van Buskirk","1867-04-22"
"72 U.S. 318","Dwyer v. Dunbar","1867-01-07"
"72 U.S. 326","Townsend v. Greeley","1867-02-26"
"72 U.S. 337","Townsend v. Burbank","1867-05-13"
"72 U.S. 338","Francis v. United States","1867-04-22"
"72 U.S. 342","The Gray Jacket","1867-05-06"
"72 U.S. 370","The Gray Jacket","1867-04-15"
"72 U.S. 372","The Hampton","1867-05-06"
"72 U.S. 377","The William Bagaley","1867-04-22"
"72 U.S. 413","Ewing v. St. Louis","1867-05-06"
"72 U.S. 419","De Groot v. United States","1867-05-16"
"72 U.S. 433","Nichols v. Levy","1867-04-22"
"72 U.S. 444","United States v. Armijo","1867-01-28"
"72 U.S. 451","Serrano v. United States","1867-01-28"
"72 U.S. 462","License Tax Cases","1867-01-28"
"72 U.S. 475","Pervear v. Commonwealth","1867-04-29"
"72 U.S. 480","Lynde v. Massachusetts","1867-04-29"
"72 U.S. 480","Carney v. Iowa","1867-05-06"
"72 U.S. 481","The Eddy","1867-01-03"
"72 U.S. 497","Hansbrough v. Peck","1867-02-13"
"72 U.S. 509","Insurance Co. v. Chase","1867-02-13"
"72 U.S. 517","The Sir William Peel","1867-05-16"
"72 U.S. 536","United States v. Pico","1867-05-15"
"72 U.S. 541","Insurance Co. v. Ritchie","1867-02-18"
"72 U.S. 545","The Bird of Paradise","1867-05-06"
"72 U.S. 563","United States v. Commissioner","1867-05-13"
"72 U.S. 566","Goodrich v. City","1867-02-04"
"72 U.S. 574","The Pearl","1867-05-13"
"72 U.S. 579","Jones v. La Vallette","1867-02-26"
"72 U.S. 580","Packet Co. v. Sickles","1867-02-26"
"72 U.S. 599","De Haro v. United States","1867-05-13"
"72 U.S. 630","The Sea Lion","1867-04-29"
"72 U.S. 647","United States v. Macdonald","1867-02-04"
"72 U.S. 660","Milwaukee R. Co. v. Soutter & Knapp","1867-05-13"
"72 U.S. 662","Soutter & Knapp v. Milwaukee R. Co","1867-05-13"
"72 U.S. 663","Thompson v. Riggs","1867-05-16"
"72 U.S. 681","Wolcott v. Des Moines Co","1867-05-13"
"72 U.S. 689","Des Moines Nav. & R. Co. v. Burr","1867-05-13"
"72 U.S. 689","Nash v. Towne","1867-02-13"
"72 U.S. 705","City of Galena v. Amy","1867-02-26"
"72 U.S. 710","Bates v. Brown","1867-02-18"
"72 U.S. 720","Philadelphia v. Collector","1867-04-29"
"72 U.S. 737","The Kansas Indians","1867-05-06"
"72 U.S. 761","The New York Indians","1867-05-16"
"72 U.S. 772","Supervisors v. Schenck","1867-02-26"
"72 U.S. 785","Kelly v. Crawford","1867-02-26"
"72 U.S. 791","O'Neal v. Kirkpatrick","1867-04-29"
"72 U.S. 795","Deery v. Cray","1867-05-06"
"72 U.S. 808","Lee v. Dodge","1865-02-20"
"72 U.S. 819","Withenbury v. United States","1867-04-29"
"72 U.S. 822","Seymour v. Freer","1867-02-26"
"72 U.S. 823","Garrison v. Cass County","1867-01-18"
"72 U.S. 824","Alviso v. United States","1867-01-21"
"72 U.S. 825","German v. United States","1867-01-28"
"72 U.S. 825","Ex Parte The Milwaukee R. Co","1867-05-13"
"72 U.S. 827","Higueras v. United States","1865-02-13"
"73 U.S. 1","Mauran v. Insurance Co","1868-03-09"
"73 U.S. 15","Haight v. Railroad Co","1868-02-10"
"73 U.S. 18","The Amelie","1868-01-27"
"73 U.S. 31","Steamship Co. v. Portwardens","1867-12-30"
"73 U.S. 35","Crandall v. Nevada","1868-03-16"
"73 U.S. 50","Georgia v. Stanton","1868-02-10"
"73 U.S. 78","Lukins v. Aird","1867-12-30"
"73 U.S. 80","Wood v. Steele","1867-12-16"
"73 U.S. 83","Wilson v. Wall","1867-12-16"
"73 U.S. 91","The Watchful","1868-01-13"
"73 U.S. 94","Wicker v. Hoppock","1867-12-30"
"73 U.S. 101","United States v. Adams","1868-01-20"
"73 U.S. 112","League v. Atchison","1868-01-13"
"73 U.S. 116","Osterman v. Baldwin","1867-12-16"
"73 U.S. 124","Walker v. Villavaso","1868-03-16"
"73 U.S. 129","Insurance Co. v. Webster","1868-03-30"
"73 U.S. 134","Thompson v. Railroad Cos","1868-01-13"
"73 U.S. 139","West v. Aurora City","1868-02-10"
"73 U.S. 142","Rector v. Ashley","1867-12-16"
"73 U.S. 153","Providence Rubber Co. v. Goodyear","1868-02-17"
"73 U.S. 157","Savery v. Sypher","1868-02-10"
"73 U.S. 160","Reichart v. Felps","1868-03-16"
"73 U.S. 166","Riggs v. Johnson County","1868-01-13"
"73 U.S. 210","Weber v. Lee County","1868-01-13"
"73 U.S. 213","The Rock Island Bridge","1867-12-30"
"73 U.S. 216","The Hypodame","1868-01-20"
"73 U.S. 225","The Vanderbilt","1868-02-10"
"73 U.S. 231","Mason v. Eldred","1868-01-13"
"73 U.S. 241","Georgia v. Grant","1868-03-16"
"73 U.S. 242","The Sea Witch","1868-01-13"
"73 U.S. 244","McClane v. Boon","1868-03-09"
"73 U.S. 246","Agricultural Co. v. Pierce County","1867-12-23"
"73 U.S. 247","The Mayor v. Cooper","1868-03-16"
"73 U.S. 254","Andrews v. Hensler","1867-12-23"
"73 U.S. 258","Millingar v. Hartupee","1868-02-24"
"73 U.S. 263","The Flying Scud","1867-12-30"
"73 U.S. 266","The Adela","1868-02-10"
"73 U.S. 268","Slater v. Maxwell","1868-01-20"
"73 U.S. 277","Lum v. Robertson","1867-12-23"
"73 U.S. 280","Barney v. Baltimore City","1868-02-10"
"73 U.S. 291","United States ex rel. Crawford v. Addison","1868-04-06"
"73 U.S. 299","Clements v. Moore","1868-01-13"
"73 U.S. 316","Thompson v. Bowman","1867-12-16"
"73 U.S. 318","Ex Parte McCardle","1868-02-17"
"73 U.S. 327","Selz v. Unna","1868-01-20"
"73 U.S. 337","Lorings v. Marsh","1868-01-20"
"73 U.S. 355","Mussina v. Cavazos","1867-12-16"
"73 U.S. 363","Mussina v. Cavazos","1868-01-27"
"73 U.S. 363","Grisar v. McDowell","1868-03-23"
"73 U.S. 382","The Victory","1868-03-16"
"73 U.S. 385","United States v. Hartwell","1868-02-24"
"73 U.S. 402","Stark v. Starrs","1868-04-06"
"73 U.S. 420","Turton v. Dufief","1868-03-23"
"73 U.S. 423","Mumford v. Wardwell","1867-12-30"
"73 U.S. 440","Silver v. Ladd","1868-02-24"
"73 U.S. 441","The Grace Girdler","1867-12-30"
"73 U.S. 442","The Grace Girdler","1868-01-13"
"73 U.S. 443","White v. Cannon","1868-04-06"
"73 U.S. 451","Kail v. Wetmore","1868-03-23"
"73 U.S. 452","Vose v. Bronson","1868-03-09"
"73 U.S. 457","Alviso v. United States","1868-04-06"
"73 U.S. 458","Doe v. Considine","1868-03-23"
"73 U.S. 481","Walkley v. City of Muscatine","1868-04-06"
"73 U.S. 484","United States v. Eckford","1868-04-06"
"73 U.S. 492","Foley v. Smith","1868-04-06"
"73 U.S. 495","City of Washington v. Dennison","1868-03-23"
"73 U.S. 497","Ex Parte De Groot","1868-03-30"
"73 U.S. 498","The Battle","1868-04-06"
"73 U.S. 499","Gardner v. Collector","1868-03-30"
"73 U.S. 511","Prentice v. Pickersgill","1868-01-13"
"73 U.S. 513","Chicago City R. Co. v. Bour","1868-04-06"
"73 U.S. 514","United States v. Council of Keokuk","1868-04-06"
"73 U.S. 518","United States v. Council of Keokuk","1868-04-06"
"73 U.S. 521","The Ouachita Cotton","1868-04-06"
"73 U.S. 532","Hanger v. Abbott","1868-04-06"
"73 U.S. 543","Clark v. United States","1868-04-06"
"73 U.S. 548","Tome v. Dubois","1868-04-06"
"73 U.S. 556","Insurance Co. v. Hallock","1868-04-06"
"73 U.S. 561","Canal Co. v. Gordon","1868-03-30"
"73 U.S. 573","United States v. Alire","1868-03-20"
"73 U.S. 577","United States v. Alire","1868-04-06"
"73 U.S. 578","Roberts v. Graham","1868-01-13"
"73 U.S. 582","The Wren","1868-03-23"
"73 U.S. 589","Stearns v. United States","1868-03-09"
"73 U.S. 594","Society for Savings v. Coite","1868-03-23"
"73 U.S. 611","Provident Institution v. Massachusetts","1868-03-30"
"73 U.S. 632","Hamilton Co. v. Massachusetts","1868-03-30"
"73 U.S. 642","Gaines v. New Orleans","1868-04-06"
"73 U.S. 719","Gaines v. De La Croix","1868-04-06"
"73 U.S. 723","Williamson v. Suydam","1868-04-06"
"73 U.S. 739","Crawshay v. Soutter","1868-03-09"
"73 U.S. 742","Minnesota Co. v. St. Paul Co","1868-03-16"
"73 U.S. 747","Fleming v. Soutter","1868-03-16"
"73 U.S. 748","Railroad Co. v. Chamberlain","1868-03-16"
"73 U.S. 750","Railroad Co. v. James","1868-03-16"
"73 U.S. 752","James v. Railroad Co","1868-03-30"
"73 U.S. 756","Smith v. Cockrill","1868-04-06"
"73 U.S. 759","Union Ins. Co. v. United States","1868-03-25"
"73 U.S. 766","Armstrong's Foundry","1868-03-25"
"73 U.S. 770","St. Louis Street Foundry","1868-03-25"
"73 U.S. 770","United States v. Hart","1868-03-30"
"73 U.S. 773","Cavazos v. Trevino","1868-01-27"
"73 U.S. 788","Strong v. United States","1867-12-23"
"74 U.S. 1","Girard v. Philadelphia","1869-01-18"
"74 U.S. 16","Banks v. The Mayor","1869-01-18"
"74 U.S. 26","Bank v. Supervisors","1869-01-18"
"74 U.S. 32","The Georgia","1869-02-15"
"74 U.S. 44","Insurance Co. v. Tweed","1869-01-25"
"74 U.S. 53","The China","1869-01-25"
"74 U.S. 71","Lane County v. Oregon","1869-02-08"
"74 U.S. 82","Aurora City v. West","1869-01-11"
"74 U.S. 107","Durant v. Essex Co","1869-02-22"
"74 U.S. 113","Kendall v. United States","1869-02-01"
"74 U.S. 118","Cowles v. Mercer County","1869-02-01"
"74 U.S. 122","Nichols v. United States","1869-02-15"
"74 U.S. 132","Lincoln v. Claflin","1869-02-08"
"74 U.S. 139","Green v. Van Buskirk","1869-02-08"
"74 U.S. 152","The Siren","1869-02-15"
"74 U.S. 166","Dorsheimer v. United States","1869-03-15"
"74 U.S. 175","Supervisors v. Rogers","1869-03-01"
"74 U.S. 181","Lee County v. Rogers","1869-03-01"
"74 U.S. 188","Gordon v. United States","1868-04-06"
"74 U.S. 196","The Grace Girdler","1869-02-08"
"74 U.S. 205","Brown v. Pierce","1869-02-15"
"74 U.S. 219","Silver v. Ladd","1869-02-15"
"74 U.S. 229","Bronson v. Rodes","1869-02-15"
"74 U.S. 258","Butler v. Horwitz","1869-03-01"
"74 U.S. 262","Railroad Co. v. Jackson","1869-02-01"
"74 U.S. 270","Litchfield v. Railroad Co","1869-02-15"
"74 U.S. 272","Railroad Company v. Schurmeir","1869-01-25"
"74 U.S. 290","Mead v. Ballard","1869-03-15"
"74 U.S. 295","Jacobs v. Baker","1869-03-22"
"74 U.S. 299","Drury v. Cross","1869-01-11"
"74 U.S. 306","Edmonson v. Bloomshire","1869-02-01"
"74 U.S. 313","Benbow v. Iowa City","1869-01-25"
"74 U.S. 316","Boyd v. Moses","1869-03-15"
"74 U.S. 321","Twitchell v. Commonwealth","1869-04-05"
"74 U.S. 327","Tyler v. Boston","1869-02-01"
"74 U.S. 331","Grant v. United States","1869-03-15"
"74 U.S. 338","United States v. Shoemaker","1869-01-25"
"74 U.S. 342","Thomson v. Dean","1869-02-01"
"74 U.S. 347","Gaines v. Thompson","1869-01-18"
"74 U.S. 354","The Diana","1869-03-01"
"74 U.S. 361","Kellogg v. United States","1869-01-25"
"74 U.S. 364","Ex Parte Bradley","1869-01-11"
"74 U.S. 386","Riddlesbarger v. Hartford Ins. Co","1869-04-12"
"74 U.S. 392","Railroad Co. v. Howard","1869-02-08"
"74 U.S. 416","Sheets v. Selden","1869-03-01"
"74 U.S. 425","Payne v. Hook","1869-04-12"
"74 U.S. 433","Pacific Ins. Co. v. Soule","1869-02-01"
"74 U.S. 447","Ward v. Smith","1869-03-29"
"74 U.S. 454","Confiscation Cases","1869-03-22"
"74 U.S. 463","United States v. Adams","1869-04-12"
"74 U.S. 482","United States v. Kirby","1869-04-15"
"74 U.S. 487","Mulligan v. Corbins","1869-04-05"
"74 U.S. 491","United States v. Gilmore","1869-04-15"
"74 U.S. 496","Kelly v. Owen","1869-04-15"
"74 U.S. 499","Ewing v. Howard","1869-04-15"
"74 U.S. 506","Ex Parte McCardle","1869-04-12"
"74 U.S. 515","Moore v. Marsh","1869-01-04"
"74 U.S. 523","Randall v. Brigham","1869-04-15"
"74 U.S. 541","Palmer v. Donner","1869-02-01"
"74 U.S. 542","Coppell v. Hall","1869-04-12"
"74 U.S. 559","Cocks v. Izard","1869-04-15"
"74 U.S. 563","The Grapeshot","1869-01-25"
"74 U.S. 564","Generes v. Bonnemer","1869-04-12"
"74 U.S. 565","Laber v. Cooper","1869-02-15"
"74 U.S. 571","The Alicia","1869-01-25"
"74 U.S. 574","Railroad Co. v. Harris","1869-02-01"
"74 U.S. 575","Railroad Co. v. Bradleys","1869-04-15"
"74 U.S. 578","Morris v. United States","1869-04-15"
"74 U.S. 580","United States v. Rosenburgh","1869-04-12"
"74 U.S. 583","Agawam Co. v. Jordan","1869-03-01"
"74 U.S. 610","Morgan v. Town Clerk","1869-03-22"
"74 U.S. 613","Morgan v. Beloit, City and Town","1869-03-22"
"74 U.S. 619","Beloit v. Morgan","1869-03-22"
"74 U.S. 624","The Belfast","1869-04-12"
"74 U.S. 646","White's Bank v. Smith","1869-03-29"
"74 U.S. 656","The Nichols","1869-02-22"
"74 U.S. 666","The Floyd Acceptances","1869-03-01"
"74 U.S. 685","Whitely v. Swayne","1869-03-22"
"74 U.S. 688","Garrison v. United States","1869-04-15"
"74 U.S. 692","James v. Bank","1869-04-15"
"74 U.S. 693","Blitz v. Brown","1869-04-15"
"74 U.S. 694","Washington County v. Durant","1866-02-26"
"74 U.S. 694","Austin v. Aldermen","1869-04-05"
"74 U.S. 700","Texas v. White","1869-04-12"
"74 U.S. 743","Roland v. United States","1869-03-01"
"75 U.S. 1","Thorington v. Smith","1869-11-01"
"75 U.S. 14","Dean v. Younell's Administrator","1869-11-01"
"75 U.S. 15","The Eagle","1869-11-01"
"75 U.S. 27","Mills v. Smith","1869-11-01"
"75 U.S. 33","Stansbury v. United States","1869-03-22"
"75 U.S. 38","Reeside v. United States","1869-04-15"
"75 U.S. 44","Furman v. Nichol","1869-11-01"
"75 U.S. 64","Memphis City v. Dean","1869-10-18"
"75 U.S. 77","United States v. Speed","1869-11-29"
"75 U.S. 85","Ex Parte Yerger","1869-10-25"
"75 U.S. 107","Nailor v. Williams","1869-11-01"
"75 U.S. 110","Waring v. The Mayor","1869-10-25"
"75 U.S. 123","Woodruff v. Parham","1869-11-08"
"75 U.S. 148","Hinson v. Lott","1869-11-08"
"75 U.S. 153","Propeller Mohawk","1869-11-15"
"75 U.S. 163","McKee v. United States","1869-10-18"
"75 U.S. 168","Paul v. Virginia","1869-11-01"
"75 U.S. 185","United States v. Lane","1869-11-29"
"75 U.S. 202","Seymour v. Freer","1869-03-15"
"75 U.S. 230","Morey v. Lockwood","1869-10-25"
"75 U.S. 242","Drakely v. Gregg","1869-11-15"
"75 U.S. 269","Gibbons v. United States","1869-12-13"
"75 U.S. 276","Hudson Canal Co. v. Pennsylvania Coal Co","1869-11-01"
"75 U.S. 292","Patterson v. De la Ronde","1869-11-15"
"75 U.S. 302","The Carroll","1869-11-08"
"75 U.S. 307","The Lucy","1869-11-08"
"75 U.S. 310","Mandelbaum v. People","1869-12-13"
"75 U.S. 314","Gibson v. Chouteau","1869-04-12"
"75 U.S. 318","Clark v. Reyburn","1869-11-01"
"75 U.S. 325","The Lady Franklin","1869-12-13"
"75 U.S. 330","United States v. Gilmore","1869-11-08"
"75 U.S. 333","Wood-paper Co. v. Heft","1869-11-08"
"75 U.S. 337","Alviso v. United States","1869-01-11"
"75 U.S. 342","Express Co. v. Kountze Brothers","1869-12-13"
"75 U.S. 354","Young v. Martin","1869-11-15"
"75 U.S. 358","Gilbert & Secor v. United States","1868-04-06"
"75 U.S. 362","Kempner v. Churchill","1869-12-13"
"75 U.S. 370","Mattingly v. Nye","1869-11-08"
"75 U.S. 376","Avendano v. Gay","1869-11-15"
"75 U.S. 377","The Baltimore","1869-12-13"
"75 U.S. 393","Bradley v. Rhines' Administrators","1869-12-13"
"75 U.S. 397","Insurance Co. v. Mosley","1869-11-29"
"75 U.S. 420","Blanchard v. Putnam","1869-11-29"
"75 U.S. 430","Home of Friendless v. Rouse","1869-12-20"
"75 U.S. 439","Washington Univ. v. Rouse","1869-12-20"
"75 U.S. 444","Bronson v. Kimpton","1869-11-29"
"75 U.S. 445","Bennet v. Fowler","1869-11-29"
"75 U.S. 448","The Camanche","1869-11-15"
"75 U.S. 480","Allen v. Killinger","1869-12-13"
"75 U.S. 489","Parish v. United States","1869-12-13"
"75 U.S. 491","Aldrich v. Aetna Co","1869-12-13"
"75 U.S. 498","Kennedy v. Gibson","1869-12-13"
"75 U.S. 507","Morris's Cotton","1869-12-13"
"75 U.S. 513","Carpenter v. Dexter","1869-11-29"
"75 U.S. 533","Veazie v. Fenno","1869-12-13"
"75 U.S. 557","Willard v. Tayloe","1870-01-24"
"75 U.S. 575","Butz v. City of Muscatine","1869-12-20"
"75 U.S. 587","United States v. Smith","1870-01-24"
"75 U.S. 590","The Potomac","1870-02-07"
"75 U.S. 595","Drehman v. Stifle","1870-01-31"
"75 U.S. 603","Hepburn v. Griswold","1870-02-07"
"75 U.S. 639","Broderick's Executor v. Magraw","1870-02-07"
"75 U.S. 640","McVeigh v. United States","1870-01-31"
"75 U.S. 641","Chicopee Bank v. Philadelphia Bank","1869-11-29"
"75 U.S. 650","Maguire v. Tyler","1869-04-05"
"75 U.S. 668","Maguire v. Tyler","1869-11-15"
"76 U.S. 1","Neale v. Neales","1870-02-21"
"76 U.S. 13","Reese v. United States","1870-01-24"
"76 U.S. 23","McGoon v. Scales","1870-01-24"
"76 U.S. 32","Haver v. Yaker","1870-02-14"
"76 U.S. 35","Gut v. State","1870-02-14"
"76 U.S. 38","Basset v. United States","1870-01-24"
"76 U.S. 41","United States v. Dewitt","1870-02-21"
"76 U.S. 45","Filor v. United States","1870-01-24"
"76 U.S. 50","Chicago v. Sheldon","1870-02-21"
"76 U.S. 56","United States v. Anderson","1870-02-28"
"76 U.S. 72","United States v. Grossmayer","1870-03-07"
"76 U.S. 76","Smith v. Morse","1870-02-21"
"76 U.S. 83","United States v. Keehler","1870-02-14"
"76 U.S. 89","Railroad Co. v. Fremont County","1870-02-07"
"76 U.S. 95","Railroad Co. v. Smith","1870-02-21"
"76 U.S. 103","Pelham v. Rose","1870-02-21"
"76 U.S. 108","Cheever v. Wilson","1870-02-21"
"76 U.S. 125","Norris v. Jackson","1870-02-21"
"76 U.S. 129","The Grapeshot","1870-03-14"
"76 U.S. 145","Latham's and Deming's Appeals","1870-04-20"
"76 U.S. 146","The Johnson","1870-02-21"
"76 U.S. 156","Bonner v. United States","1870-03-21"
"76 U.S. 161","The Harriman","1870-03-07"
"76 U.S. 175","In re Howard","1870-03-07"
"76 U.S. 187","Frisbie v. Whitney","1870-03-21"
"76 U.S. 197","Hickman v. Jones","1870-01-24"
"76 U.S. 203","Star of Hope","1870-03-07"
"76 U.S. 237","Steamboat Burns","1870-02-28"
"76 U.S. 241","Linthicum v. Ray","1870-03-14"
"76 U.S. 244","Ex Parte Zellner","1870-02-28"
"76 U.S. 248","Barney v. Schmeider","1870-03-07"
"76 U.S. 254","Swain v. Seamens","1870-01-24"
"76 U.S. 274","Justices v. Murray","1870-03-14"
"76 U.S. 282","Public Schools v. Walker","1870-02-14"
"76 U.S. 290","Burnett v. Caldwell","1870-04-04"
"76 U.S. 295","Lobrano v. Nelligan","1870-03-28"
"76 U.S. 298","The Secretary v. McGarrahan","1870-02-14"
"76 U.S. 315","Lynch v. Bernal","1870-04-04"
"76 U.S. 326","Bennett v. Hunter","1870-03-21"
"76 U.S. 339","Bigelow v. Forrest","1870-03-28"
"76 U.S. 353","National Bank v. Commonwealth","1870-03-28"
"76 U.S. 364","Jones v. Bolles","1870-04-11"
"76 U.S. 370","Mephams v. Biessel","1870-03-21"
"76 U.S. 373","Bank of Washington v. Nock","1870-04-04"
"76 U.S. 387","Bushnell v. Kennedy","1870-04-11"
"76 U.S. 394","Noonan v. Bradley","1870-04-18"
"76 U.S. 409","Mayor v. Lord","1870-03-28"
"76 U.S. 415","Supervisors v. Durant","1870-04-04"
"76 U.S. 420","The Fairbanks","1870-03-28"
"76 U.S. 425","Flanders v. Tweed","1870-03-21"
"76 U.S. 432","United States v. Hosmer","1870-03-14"
"76 U.S. 435","The Maggie Hammond","1870-04-25"
"76 U.S. 461","Copelin v. Insurance Co","1870-04-11"
"76 U.S. 468","Lionberger v. Rouse","1870-04-04"
"76 U.S. 477","City v. Lamson","1870-04-04"
"76 U.S. 486","Ingle v. Jones","1870-02-28"
"76 U.S. 501","Hoe v. Wilson","1870-04-18"
"76 U.S. 504","The Nonesuch","1870-03-14"
"76 U.S. 505","The Gray Eagle","1870-04-11"
"76 U.S. 513","The Washington and the Gregory","1870-04-30"
"76 U.S. 517","The Keokuk","1870-04-11"
"76 U.S. 522","The Alleghany","1870-04-25"
"76 U.S. 526","The Northern Belle","1870-04-11"
"76 U.S. 531","United States v. Padelford","1870-04-30"
"76 U.S. 544","Michigan Bank v. Eldred","1870-04-18"
"76 U.S. 554","United States v. Adams","1870-02-14"
"76 U.S. 560","Hornthall v. Collector","1870-01-24"
"76 U.S. 567","Assessors v. Osbornes","1870-04-11"
"76 U.S. 575","Litchfield v. Register and Receiver","1870-03-21"
"76 U.S. 579","Thomson v. Pacific R. Co","1870-04-30"
"76 U.S. 592","Merryman v. Bourne","1870-03-21"
"76 U.S. 603","Public Schools v. Walker","1870-03-07"
"76 U.S. 605","Ex Parte Morris","1870-04-30"
"76 U.S. 608","United States v. Ayres","1870-02-28"
"76 U.S. 608","United States v. Ayres","1870-04-18"
"76 U.S. 611","Worthy v. Commissioners","1870-02-07"
"76 U.S. 614","United States v. Merrill","1870-03-14"
"76 U.S. 617","Irvine v. Irvine","1870-04-30"
"76 U.S. 630","The Corsica","1870-04-30"
"76 U.S. 634","City of Paris","1870-04-11"
"76 U.S. 639","United States v. Rocha","1870-02-21"
"76 U.S. 651","The Suffolk County","1870-04-04"
"76 U.S. 655","Green v. United States","1870-04-30"
"76 U.S. 659","Downham v. Alexandria","1870-04-30"
"76 U.S. 661","United States v. Adams","1870-04-30"
"76 U.S. 664","Herndon v. Howard","1870-04-30"
"76 U.S. 665","The Quickstep","1870-04-18"
"76 U.S. 672","The Syracuse","1870-04-25"
"76 U.S. 677","Insurance Co. v. Weide","1870-04-30"
"76 U.S. 682","The Portsmouth","1870-04-11"
"76 U.S. 687","The Protector","1870-04-30"
"76 U.S. 691","Meade v. United States","1870-03-21"
"76 U.S. 726","Chicago v. Greer","1870-04-18"
"76 U.S. 736","Supervisors v. Durant","1870-04-30"
"76 U.S. 737","Wise v. Allis","1870-04-25"
"76 U.S. 740","Wilkins v. Ellett","1870-02-14"
"76 U.S. 743","Walker v. Walker's Executor","1870-04-30"
"76 U.S. 758","The Guy","1870-03-28"
"76 U.S. 759","Watkins v. United States","1870-04-30"
"76 U.S. 766","Butler v. Maples","1870-04-30"
