nameAdvocate,homeAdvocate,dateArgument,caseInfo,citeInfo,role,transcriptURL,notes
Gena A. Bunn,,2004-12-06,"Miller-El v. Dretke, 545 U.S. 231 (2005)",2004 J. Sup Ct. U.S. 346,,,
Kathleen M. Sullivan,,2004-12-07,"Swedenburg v. Kelly, 544 U.S. 460 (2005)",2004 J. Sup Ct. U.S. 348,,,
Caitlin J. Halligan,,2004-12-07,"Swedenburg v. Kelly, 544 U.S. 460 (2005)",2004 J. Sup Ct. U.S. 348,,,
Lisa S. Blatt,,2005-01-10,"Bates v. Dow Agrosciences LLC, 544 U.S. 431 (2005)",2004 J. Sup Ct. U.S. 426,,,
Caitlin J. Halligan,,2005-01-11,"City of Sherrill, New York v. Oneida Indian Nation of New York, 544 U.S. 197 (2005)",2004 J. Sup Ct. U.S. 427,,,
Amy Zapp,,2005-01-18,"Rompilla v. Beard, 545 U.S. 374 (2005)",2004 J. Sup Ct. U.S. 450,,,
Traci L. Lovitt,,2005-01-18,"Rompilla v. Beard, 545 U.S. 374 (2005)",2004 J. Sup Ct. U.S. 450,,,
Rosemary E. Percival,,2005-03-01,"Deck v. Missouri, 544 U.S. 622 (2005)",2004 J. Sup Ct. U.S. 659,,,
Cheryl C. Nield,,2005-03-01,"Deck v. Missouri, 544 U.S. 622 (2005)",2004 J. Sup Ct. U.S. 659,,,
Janice L. Bergmann,,2005-03-22,"Dodd v. United States, 545 U.S. 353 (2005)",2004 J. Sup Ct. U.S. 738,,,
Deanne E. Maynard,,2005-03-30,"Wilkinson v. Austin, 544 U.S. 74 (2005)",2004 J. Sup Ct. U.S. 766,,,
Jennifer L. Smith,,2005-04-26,"Bell v. Thompson, 545 U.S. 794 (2005)",2004 J. Sup Ct. U.S. 862,,,
Maureen E. Mahoney,,2005-04-27,"Anderson v. United States, 544 U.S. 696 (2005)",2004 J. Sup Ct. U.S. 864,,,
Lisa S. Blatt,,2005-04-19,"Mayle v. Felix, 545 U.S. 644 (2005)",2004 J. Sup Ct. U.S. 830,,,
Patricia A. Millett,,2005-04-25,"Gonzalez v. Crosby, 545 U.S. 524 (2005)",2004 J. Sup Ct. U.S. 858,,,
Jane N. Kirkland,,2005-10-11,"Brown v. Sanders, 546 U.S. 212 (2006)",2005 J. Sup Ct. U.S. 250,,,
Nina Rivkind,,2005-10-11,"Brown v. Sanders, 546 U.S. 212 (2006)",2005 J. Sup Ct. U.S. 250,,,
Cindy S. Lee,,2005-10-12,"Garcetti v. Ceballos, 547 U.S. 410 (2006)",2005 J. Sup Ct. U.S. 251,,,
Bonnie I. Robin-Vergeer,,2005-10-12,"Garcetti v. Ceballos, 547 U.S. 410 (2006)",2005 J. Sup Ct. U.S. 252,,,
Deanne E. Maynard,,2005-10-12,"United States v. Olson, 546 U.S. 43 (2005)",2005 J. Sup Ct. U.S. 252,,,
Kim Martin Lewis,,2005-10-31,"Central Virginia Community College v. Katz, 546 U.S. 356 (2006)",2005 J. Sup Ct. U.S. 316,,,
Kathryn Grill Graeff,,2005-11-01,"Maryland v. Blake, 546 U.S. 72 (2005)",2005 J. Sup Ct. U.S. 322,,,
Nancy Hollander,,2005-11-01,"Gonzales v. O Centro Espirita Beneficente Uniao do Begetal, 546 U.S. 418 (2006)",2005 J. Sup Ct. U.S. 322,,,
Lisa S. Blatt,,2005-11-02,"Lockhart v. United States, 546 U.S. 142 (2005)",2005 J. Sup Ct. U.S. 324,,,
Patricia A. Millett,,2005-11-07,"Dolan v. United States Postal Service, 546 U.S. 481 (2006)",2005 J. Sup Ct. U.S. 345,,,
Paula K. Smith,,2005-11-08,"Georgia v. Randolph, 547 U.S. 103 (2006)",2005 J. Sup Ct. U.S. 349,,,
Catherine Baker Chatman,,2005-11-09,"Evans v. Chavis, 546 U.S. 189 (2006)",2005 J. Sup Ct. U.S. 351,,,
Allison M. Zieve,,2005-11-28,"Will v. Hallock, 546 U.S. 345 (2006)",2005 J. Sup Ct. U.S. 418,,,
Kathleen M. Sullivan,,2005-11-29,"Illinois Tool Works Inc. v. Independent Ink, 547 U.S. 28 (2006)",2005 J. Sup Ct. U.S. 422,,,
Lisa S. Blatt,,2005-11-30,"Operation Rescue v. National Organization for Women, 547 U.S. 9 (2006)",2005 J. Sup Ct. U.S. 423,,,
Kelly A. Ayotte,,2005-11-30,"Ayotte v. Planned Parenthood of Northern New England, 546 U.S. 320 (2006)",2005 J. Sup Ct. U.S. 423,,,
Jennifer Dalven,,2005-11-30,"Ayotte v. Planned Parenthood of Northern New England, 546 U.S. 320 (2006)",2005 J. Sup Ct. U.S. 423,,,
Pamela S. Karlan,,2005-12-05,"Whitman v. Department of Transportation, 547 US 512 (2006)",2005 J. Sup Ct. U.S. 446,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Maureen E. Mahoney,,2005-12-06,"Domino’s Pizza Inc. v. McDonald, 546 US 470 (2006)",2005 J. Sup. Ct. U.S. 450,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Mary H. Williams,,2005-12-07,"Oregon v. Guzek, 546 US 517 (2006)",2005 J. Sup. Ct. U.S. 451,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Rebecca E. Woodman,,2005-12-07,"Kansas v. Marsh, 548 US 163 (2006)",2005 J. Sup. Ct. U.S. 452,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Jennifer L. Smith,,2006-01-11,"House v. Bell, 547 U.S. 518 (2006)",2005 J. Sup Ct. U.S. 547,,,
Lori Freno,,2006-02-27,"Arkansas Department of Health and Human Services v. Ahlborn, 547 U.S. 268 (2006)",2005 J. Sup Ct. U.S. 709,,,
Patricia A. Millett,,2006-02-27,"Arkansas Department of Health and Human Services v. Ahlborn, 547 U.S. 268 (2006)",2005 J. Sup Ct. U.S. 709,,,
Brenda Wright,,2006-02-28,"Sorrel v. Randall, 548 U.S. 230 (2006)",2005 J. Sup Ct. U.S. 712,,,
Deanne E. Maynard,,2006-02-28,"Marshall v. Marshall, 547 U.S. 293 (2006)",2005 J. Sup Ct. U.S. 713,,,
Nina Perales,,2006-03-01,"GI Forum of Texas v. Perry, 547 U.S. 1017 (2006)",2005 J. Sup Ct. U.S. 715-716,,,
Cindy S. Lee,,2006-03-21,"Garcetti v. Ceballos, 547 U.S. 410 (2006)",2005 J. Sup Ct. U.S. 780,,,
Bonnie I. Robin-Vergeer,,2006-03-21,"Garcetti v. Ceballos, 547 U.S. 410 (2006)",2005 J. Sup Ct. U.S. 781,,,
Jennifer G. Perkell,,2006-03-22,"Woodford v. Ngo, 548 U.S. 81 (2006)",2005 J. Sup Ct. U.S. 784,,,
Mary H. Williams,,2006-03-29,"Bustillo v. Johnson, 546 U.S. 1149 (2006)",2005 J. Sup Ct. U.S. 812,,,
Patricia A. Millett,,2006-04-17,"Washington v. Recuenco, 548 U.S. 212 (2006)",2005 J. Sup Ct. U.S. 875,,,
Rebecca E. Woodman,,2006-04-25,"Kansas v. Marsh, 548 U.S. 163 (2006)",2005 J. Sup Ct. U.S. 908,,,
Carolyn M. Snurkowski,,2006-04-26,"Hill v. McDonough, 547 U.S. 573 (2006)",2005 J. Sup Ct. U.S. 911,,,
Deanne E. Maynard,,2006-10-04,"MedImmune v. Genetech, 549 U.S. 118 (2007)",2006 J. Sup Ct. U.S 187,,,
Maureen E. Mahoney,,2006-10-04,"MedImmune v. Genetech, 549 U.S. 118 (2007)",2006 J. Sup Ct. U.S 187,,,
Mary L. Perry,,2006-10-10,"Norfolk Southern Railway Company v. Sorrell, 549 U.S. 158 (2007)",2006 J. Sup Ct. U.S 222,,,
Linda M. Olivieri,,2006-10-30,"Williams v. Overton, 547 U.S. 1002 (2006)",2006 J. Sup Ct. U.S 294,,,
Mary C. Bonner,,2006-10-31,"Lawrence v. Florida, 549 U.S. 327 (2007)",2006 J. Sup Ct. U.S 295,,,
Frances A. Forsman,,2006-11-01,"Whorton v. Bockting, 549 U.S. 406 (2007)",2006 J. Sup Ct. U.S 298,,,
Lisa S. Blatt,,2006-11-06,"Marrama v. Citizens Bank of Massachusetts, 549 U.S. 365 (2007)",2006 J. Sup Ct. U.S 318,,,
Benna Ruth Solomon,,2006-11-06,"Wallace v. Kato, 549 U.S. 384 (2007)",2006 J. Sup Ct. U.S 318,,,
Priscilla J. Smith,,2006-11-08,"Gonzales v. Carhart, 550 U.S. 124 (2007)",2006 J. Sup Ct. U.S 322,,,
Eve C. Gartner,,2006-11-08,"Gonzales v. Planned Parenthood Federation of America, 550 U.S. 124 (2007)",2006 J. Sup Ct. U.S 323,,,
Maureen E. Mahoney,,2006-12-05,"Rockwell International Corp v. United States, 549 U.S. 457 (2007)",2006 J. Sup Ct. U.S 424,,,
Maria T. Vullo,,2006-12-05,"Rockwell International Corp v. United States, 549 U.S. 457 (2007)",2006 J. Sup Ct. U.S 424,,,
Beth S. Brinkmann,,2007-01-05,"Limtiaco v. Camacho, 549 U.S. 483 (2007)",2006 J. Sup Ct. U.S 523,,,
Caitlin J. Halligan,,2007-01-08,"United Haulers Association v. Oneida-Herkimer Solid Waste Management Authority, 550 U.S. 330 (2007)",2006 J. Sup Ct. U.S 524,,,
Ann-Michele G. Higgins,,2007-01-09,"Sinochem International Co. v. Malaysia International Shipping Corporation, 549 U.S. 422 (2007)",2006 J. Sup Ct. U.S 526,,,
Maureen E. Mahoney,,2007-01-16,"GEICO General Insurance Company v. Edo, 551 U.S. 47 (2007)",2006 J. Sup Ct. U.S. 547,,,
Patricia A. Millett,,2007-01-16,"GEICO General Insurance Company v. Edo, 551 U.S. 47 (2007)",2006 J. Sup Ct. U.S. 547,,,
Deanne E. Maynard,,2007-02-26,"EC Term of Years Trust v. United States, 550 U.S. 429 (2007)",2006 J. Sup Ct. U.S. 696,,,
Patricia A. Millett,,2007-03-20,"Fry v. Pliler, 551 U.S. 112 (2007)",2006 J. Sup Ct. U.S. 766,,,
Andrea K. Spillars,,2007-03-21,"Roper v. Weaver, 550 U.S. 598 (2007)",2006 J. Sup Ct. U.S 767,,,
Barbara D. Underwood,,2007-03-26,"Leegin Creative Leather Products v. PSKS, 551 U.S. 877 (2007)",2006 J. Sup Ct. U.S. 790,,,
Virginia A. Seitz,,2007-04-17,"Sole v. Wyner, 551 U.S. 74 (2007)",2006 J. Sup Ct. U.S. 859,,,
Patricia A. Millett,,2007-04-17,"Sole v. Wyner, 551 U.S. 74 (2007)",2006 J. Sup Ct. U.S. 859,,,
Suzanne Lee Elliott,,2007-04-17,"Uttecht v. Brown, 551 U.S. 1 (2007)",2006 J. Sup Ct. U.S. 859,,,
Maureen E. Mahoney,,2007-04-18,"Tennessee Secondary School Athletic Association v. Brentwood Academy, 551 U.S. 291 (2007)",2006 J. Sup Ct. U.S. 862,,,
Elizabeth M. Campbell,,2007-04-23,"Brendlin v. California, 551 U.S. 249 (2007)",2006 J. Sup Ct. U.S. 881,,,
Julia P. Clark,,2007-04-24,"Beck v. PACE International Union, 551 U.S. 96 (2007)",2006 J. Sup Ct. U.S. 883,,,
Jean M. Manning,,2007-04-24,"Dayton v. Hanson, 550 U.S. 511 (2007)",2006 J. Sup Ct. U.S. 883,,,
Deanne E. Maynard,,2007-10-09,"Watson v. United States, 552 U.S. 74 (2007)",2007 J. Sup Ct. U.S. 214,,,
Connie L. Lensing,,2007-11-06,"Federal Express Corporation v. Holowecki, 552 U.S. 389 (2008)",2007 J. Sup Ct. U.S 298,,,
Beth S. Brinkmann,,2007-11-07,"Hall Street Associates v. Mattel Inc, 552 U.S. 576 (2008)",2007 J. Sup Ct. U.S. 300,,,
Beth S. Brinkmann,,2007-11-18,"Rowe v. New Hampshire Motor Transport Association, 552 U.S. 364 (2008)",2007 J. Sup Ct. U.S. 368,,,
Allison M. Zieve,,2007-12-04,"Riegel v. Medtronic, 552 U.S. 312 (2008)",2007 J. Sup Ct. U.S. 392,,,
Lisa S. Blatt,,2008-01-08,"Gonzalez v. United States, 553 U.S. 242 (2008)",2007 J. Sup Ct. U.S. 488,,,
Deanne E. Maynard,,2008-01-08,"Boulware v. United States, 552 U.S. 421 (2008)",2007 J. Sup Ct. U.S. 488,,,
Margaret A. Katze,,2008-01-15,"Begay v. United States, 553 U.S. 137 (2008)",2007 J. Sup Ct. U.S. 531,,,
Leondra R. Kruger,,2008-01-15,"Begay v. United States, 553 U.S. 137 (2008)",2007 J. Sup Ct. U.S. 531,,,
Maureen E. Mahoney,,2008-01-16,"Quanta Computer v. LG Electronics, 553 U.S. 617 (2008)",2007 J. Sup Ct. U.S. 535,,,
Beth S. Brinkmann,,2008-01-16,"MeadWestvaco Corporation v. Illinois Department of Revenue, 553 U.S. 16 (2008)",2007 J. Sup Ct. U.S 535,,,
Cynthia H. Hyndman,,2008-02-20,"CBOCS West v. Humphries, 553 U.S. 442 (2008)",2007 J. Sup Ct. U.S. 630,,,
Lisa H. Schertler,,2008-02-25,"Cuellar v. United States, 553 U.S. 550 (2008)",2007 J. Sup Ct. U.S. 651,,,
Allison M. Zieve,,2008-02-25,"Warner-Lambert Co. v. Kent, 552 U.S. 440 (2008)",2007 J. Sup Ct. U.S. 651,,,
Danielle Spinelli,,2008-03-17,"Rothgery v. Gillespie County, Texas, 554 U.S. 191 (2008)",2007 J. Sup Ct. U.S. 715,,,
Nicole A. Saharsky,,2008-03-24,"Burgess v. United States, 553 U.S. 124 (2008)",2007 J. Sup Ct. U.S. 741,,,
Patricia A. Millett,,2008-03-24,"United States v. Clintwood Elkhorn Mining Company, 553 U.S. 1 (2008)",2007 J. Sup Ct. U.S. 741,,,
Pamela S. Karlan,,2008-03-24,"Riley v. Kennedy, 553 U.S. 406 (2008)",2007 J. Sup Ct. U.S. 741,,,
Amy Howe,,2008-04-15,"Greenlaw v. United States, 554 U.S. 237 (2008)",2007 J. Sup Ct. U.S. 806,,,
Deanne E. Maynard,,2008-04-15,"Greenlaw v. United States, 554 U.S. 237 (2008)",2007 J. Sup Ct. U.S 806,,,
Juliet L. Clark,,2008-04-16,"Kennedy v. Louisiana, 554 U.S. 407 (2008)",2007 J. Sup Ct. U.S. 810,,,
Adina H. Rosenbaum,,2008-04-16,"Taylor v. Sturgell, 553 U.S. 880 (2008)",2007 J. Sup Ct. U.S. 811,,,
Catherine E. Stetson,,2008-04-16,"Taylor v. Sturgell, 553 U.S. 880 (2008)",2007 J. Sup Ct. U.S. 811,,,
Janet A. Metcalf,,2008-04-21,"Anup Engquist v. Oregon Department of Agriculture, 553 U.S. 591 (2008)",2007 J. Sup Ct. U.S. 834,,,
Lisa S. Blatt,,2008-04-21,"Anup Engquist v. Oregon Department of Agriculture, 553 U.S. 591 (2008)",2007 J. Sup Ct. U.S. 834,,,
Marilyn G. Burkhardt,,2008-04-22,"Giles v. California, 554 U.S. 353 (2008)",2007 J. Sup Ct. U.S. 835,,,
Amy K. Posner,,2008-04-23,"Metropolitan Life Insurance Company v. Glenn, 554 U.S. 105 (2008)",2007 J. Sup Ct. U.S. 838,,,
Nicole A. Saharsky,,2008-04-23,"Metropolitan Life Insurance Company v. Glenn, 554 U.S. 105 (2008)",2007 J. Sup Ct. U.S 838,,,
Pamela S. Karlan,,2008-10-07,"Herring v. United States, 555 U.S. 135 (2009)",2008 J. Sup Ct. U.S. 170,,,
Leondra R. Kruger,,2008-10-07,"Kennedy v. Plan Administrator for DuPont Savings and Investment Plan, 555 U.S. 285 (2009)",2008 J. Sup Ct. U.S. 170,,,
Lisa S. Blatt,,2008-10-08,"Crawford v. Metropolitan Government of Nashville and Davidson County, 555 U.S. 271 (2009)",2008 J. Sup Ct. U.S. 173,,,
Deanne E. Maynard,,2008-11-03,"Carcieri v. Kempthorne, 555 U.S. 379",2008 J. Sup Ct. U.S. 265,,,
Caitlin J. Halligan,,2008-11-04,"USEC v. Eurodif S.A., 555 U.S. 807 (2008)",2008 J. Sup Ct. U.S 267-268,,,
Nicole A. Saharsky,,2008-11-10,"United States v. Hayes, 555 U.S. 415 (2009)",2008 J. Sup Ct. U.S. 289,,,
Martha Coakley,,2008-11-10,"Diaz v. Massachusetts, 557 U.S. 305 (2009)",2008 J. Sup Ct. U.S. 289,,,
Lisa H. Schertler,,2008-11-10,"Diaz v. Massachusetts, 557 U.S. 305 (2009)",2008 J. Sup Ct. U.S. 289,,,
Pamela Harris,,2008-11-12,"Pleasant Grove City, Utah v. Summum, 555 U.S. 460 (2009)",2008 J. Sup Ct. U.S 292,,,
Katherine Burnett,,2008-11-12,"Bell v. Kelly, 555 U.S. 55 (2008)",2008 J. Sup Ct. U.S. 292,,,
Maureen E. Mahoney,,2008-12-02,"Utility Water Act Group v. Riverkeeper, 556 U.S. 208 (2009)",2008 J. Sup Ct. U.S. 355,,,
Kay H. Hodge,,2008-12-02,"Fitzgerald v. Barnstable School Committee, 555 U.S. 246 (2009)",2008 J. Sup Ct. U.S. 355,,,
Barbara D. Underwood,,2008-12-03,"Haywood v. Drown, 556 U.S. 729 (2009)",2008 J. Sup Ct. U.S. 358,,,
Deanne E. Maynard,,2008-12-08,"Pacific Bell Telephone Company v. linkLine Communications, 555 U.S. 438 (2009)",2008 J. Sup Ct. U.S. 383,,,
Jennifer L. Smith,,2008-12-09,"Cone v. Bell, 556 U.S. 449 (2009)",2008 J. Sup Ct. U.S. 385,,,
Lisa S. Blatt,,2008-12-10,"AT&T Corporation v. Hulteen, 556 U.S. 701 (2009)",2008 J. Sup Ct. U.S. 388,,,
Dana C. Hansen Chavis,,2009-01-12,"Harbison v. Bell, 556 U.S. 180 (2009)",2008 J. Sup Ct. U.S. 456,,,
Kathryn W. Landry,,2009-01-13,"Montejo v. Louisiana, 556 U.S. 778 (2009)",2008 J. Sup Ct. U.S 458,,,
Christina Rainville,,2009-01-13,"Vermont v. Brillon, 556 U.S. 81 (2009)",2008 J. Sup Ct. U.S. 458,,,
Leondra R. Kruger,,2009-01-13,"Vermont v. Brillon, 556 U.S. 81 (2009)",2008 J. Sup Ct. U.S. 458,,,
Lisa H. Schertler,,2009-01-14,"Puckett v. United States, 556 U.S. 129 (2009)",2008 J. Sup Ct. U.S. 459,,,
Nicole A. Saharsky,,2009-01-21,"Kansas v. Ventris, 556 U.S. 586 (2009)",2008 J. Sup Ct. U.S. 493,,,
Lindsay C. Harrison,,2009-01-21,"Nken v. Holder, 556 U.S. 418 (2009)",2008 J. Sup Ct. U.S. 493,,,
Kathleen M. Sullivan,,2009-02-24,"Shell Oil Company v. United States, 556 U.S. 599 (2009)",2008 J. Sup Ct. U.S. 586,,,
Maureen E. Mahoney,,2009-02-24,"Shell Oil Company v. United States, 556 U.S. 599 (2009)",2008 J. Sup Ct. U.S. 586,,,
Deanne E. Maynard,,2009-03-04,"Dean v. United States, 556 U.S. 568 (2009)",2008 J. Sup Ct. U.S. 609,,,
Lisa S. Blatt,,2009-03-31,"Gross v. FBL Financial Services, 557 U.S. 167 (2009)",2008 J. Sup Ct. U.S. 704,,,
Nicole A. Saharsky,,2009-04-20,"Speaker of the Arizona House Of Representatives v. Flores, 557 U.S. 433 (2009)",2008 J. Sup Ct. U.S 775,,,
Barbara D. Underwood,,2009-04-28,"Cuomo v. Clearing House Assn, LLC, 557 U.S. _ (2009)",2008 J. Sup. Ct. U.S. 806,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Elena Kagan,,2009-09-09,"Citizens United v. Federal Election Commission, 558 U.S. 310 (2010)",2009 J. Sup Ct. U.S. 170,,,
Celia A. Davis,,2009-10-05,"Maryland v. Shatzer, 559 U.S. 98 (2010)",2009 J. Sup Ct. U.S. 174,,,
Judith Resnick,,2009-10-05,"Mohawk Industries v. Carpenter, 558 U.S. 100 (2009)",2009 J. Sup Ct. U.S. 174,,,
Patricia A. Millett,,2009-10-06,"United States v. Stevens, 559 U.S. 460 (2010)",2009 J. Sup. Ct. U.S. 176,,,
Lisa Call,,2009-10-06,"Johnson v. United States, 559 U.S. 133 (2010)",2009 J. Sup. Ct. U.S. 176,,,
Leondra R. Kruger,,2009-10-06,"Johnson v. United States, 559 U.S. 133 (2010)",2009 J. Sup. Ct. U.S. 176,,,
Elena Kagan,,2009-10-07,"Salazar v. Buono, 559 U.S. 700 (2010)",2009 J. Sup. Ct. U.S. 179,,,
Ginger D. Anders,,2009-10-07,"Elsevier v. Muchnick, 559 U.S. 154 (2010)",2009 J. Sup. Ct. U.S. 179,,,
Deborah Jones Merritt,,2009-10-07,"Elsevier v. Muchnick, 559 U.S. 154 (2010)",2009 J. Sup. Ct. U.S. 179,,,
Nicole A. Saharsky,,2009-11-10,"Kucana v. Holder, 558 U.S. 233 (2010)",2009 J. Sup. Ct. U.S. 298,,,
Amanda C. Leiter,,2009-11-10,"Kucana v. Holder, 558 U.S. 233 (2010)",2009 J. Sup. Ct. U.S. 298,,,
Madeleine C. Wanslee,,2009-12-01,"United States v. Gallop & Milavetz, 559 U.S. 229 (2010)",2009 J. Sup. Ct. U.S. 368,,,
Elena Kagan,,2009-12-07,"Free Enterprise Fund and Beckstead and Watts v. Public Company Accounting Oversight Board, 561 U.S. 477 (2010)",2009 J. Sup. Ct. U.S. 392,,,
Deborah K. Brueckheimer,,2009-12-07,"Florida v. Powell, 559 U.S. 50 (2010)",2009 J. Sup. Ct. U.S. 392,,,
Cornelia T. L. Pillard,,2009-12-09,"Stolt-Nielsen v. AnimalFeeds International Corp, 559 U.S. 662 (2010)",2009 J. Sup. Ct. U.S. 397,,,
Leondra R. Kruger,,2010-01-11,"Briscoe v. Virginia, 559 U.S. 32 (2010)",2009 J. Sup. Ct. U.S. 468,,,
Elena Kagan,,2010-01-12,"United States v. Comstock Jr., 560 U.S. 126 (2010)",2009 J. Sup. Ct. U.S. 471,,,
Amy Howe,,2010-01-12,"Abbott v. Abbott, 560 U.S. 1 (2010)",2009 J. Sup. Ct. U.S. 471,,,
Ginger D. Anders,,2010-01-12,"Abbott v. Abbott, 560 U.S. 1 (2010)",2009 J. Sup. Ct. U.S. 471,,,
Benna Ruth Solomon,,2010-02-22,"Lewis Jr. v. City of Chicago, Illinois, 560 U.S. 205 (2010)",2009 J. Sup. Ct. U.S. 586,,,
Elena Kagan,,2010-02-23,"Humanitarian Law Project v. Holder Jr., 561 U.S. 1 (2010)",2009 J. Sup. Ct. U.S. 588,,,
Nicole A. Saharsky,,2010-03-01,"Warden v. Thompkins, 561 U.S. 1046 (2010)",2009 J. Sup. Ct. U.S. 619,,,
Elizabeth L. Jacobs,,2010-03-01,"Warden v. Thompkins, 561 U.S. 1046 (2010)",2009 J. Sup. Ct. U.S. 619,,,
Elaine J. Goldenberg,,2010-03-02,"Hui v. Castaneda, 559 U.S. 799 (2010)",2009 J. Sup. Ct. U.S. 622,,,
Patricia A. Millett,,2010-03-03,"Samantar v. Yousuf, 560 U.S. 305 (2010)",2009 J. Sup. Ct. U.S. 624,,,
Sarah E. Harrington,,2010-03-22,"Hamilton v. Lanning, 560 U.S. 505 (2010)",2009 J. Sup. Ct. U.S. 684,,,
Marla R. McCowan,,2010-03-29,"Renico v. Lett, 559 U.S. 766 (2010)",2009 J. Sup. Ct. U.S. 705,,,
Lisa B. Freeland,,2010-03-30,"Dillon v. United States, 560 U.S. 817 (2010)",2009 J. Sup. Ct. U.S. 708,,,
Leondra R. Kruger,,2010-03-30,"Dillon v. United States, 560 U.S. 817 (2010)",2009 J. Sup. Ct. U.S. 708,,,
Nicole A. Saharsky,,2010-03-31,"Carachuri-Rosendo v. Holder, 560 U.S. 563 (2010)",2009 J. Sup. Ct. U.S. 713,,,
Jaclyn S. Frankfurt,,2010-03-31,"Robertson v. United States ex. Rel Watson, 560 U.S. 272 (2010)",2009 J. Sup. Ct. U.S. 713,,,
Elena Kagan,,2010-03-31,"Robertson v. United States ex. Rel Watson, 560 U.S. 272 (2010)",2009 J. Sup. Ct. U.S. 713,,,
Pamela S. Karlan,,2010-04-20,"Dolan v. United States, 560 U.S. 605 (2010)",2009 J. Sup. Ct. U.S. 771-772,,,
Deanne E. Maynard,,2010-10-04,"Ransom v. FIA Card Service, 562 U.S. 61 (2011)",2010 J. Sup. Ct. U.S. 184,,,
Nicole A. Saharsky,,2010-10-04,"Ransom v. FIA Card Service, 562 U.S. 61 (2011)",2010 J. Sup. Ct. U.S. 716,,,
Lori B. Palmer,,2010-10-05,"Michigan v. Bryant, 562 U.S. 344 (2011)",2010 J. Sup. Ct. U.S. 186,,,
Leondra R. Kruger,,2010-10-05,"Michigan v. Bryant, 562 U.S. 344 (2011)",2010 J. Sup. Ct. U.S. 186,,,
Margie J. Phelps,,2010-10-06,"Snyder v. Phelps, 562 U.S. 443 (2011)",2010 J. Sup. Ct. U.S. 187,,,
Kathleen M. Sullivan,,2010-10-12,"Bruesewitz v. Wyeth, 562 U.S. 223 (2011)",2010 J. Sup. Ct. U.S. 214,,,
Danielle Spinelli,,2010-11-01,"United States v. Tohono O'odham Nation, 563 U.S. 307 (2011)",2010 J. Sup. Ct. U.S. 288,,,
Sarah E. Harrington,,2010-11-02,"Sossamon v. Texas, 563 U.S. 277 (2011)",2010 J. Sup. Ct. U.S. 290,,,
Paula S. Bickett,,2010-11-03,"Arizona Christian School Tuition Organization v.Winn, 563 U.S. 125 (2011)",2010 J. Sup. Ct. U.S. 292,,,
Melissa A. Sherry,,2010-11-10,"CSX Transportation v. Alabama Department of Revenue, 562 U.S. 277 (2011)",2010 J. Sup. Ct. U.S. 314,,,
Judith H. Mizner,,2010-11-29,"Wall v. Kholi, 562 U.S. 545 (2011)",2010 J. Sup. Ct. U.S. 383,,,
Ginger D. Anders,,2010-12-01,"Virginia Office for Protection and Advocacy v. Stewart, 563 U.S. 247 (2011)",2010 J. Sup. Ct. U.S. 387,,,
Lisa S. Blatt,,2010-12-06,"Henderson v. Shinseki, 562 U.S. 428 (2011)",2010 J. Sup. Ct. U.S. 403,,,
Leondra R. Kruger,,2010-12-07,"Thompson v. North American Stainless, 562 U.S. 170 (2011)",2010 J. Sup. Ct. U.S. 406,,,
Leigh Gross Latherow,,2010-12-07,"Thompson v. North American Stainless, 562 U.S. 170 (2011)",2010 J. Sup. Ct. U.S. 406,,,
Mary R. O'Grady,,2010-12-08,"Chamber of Commerce of the United States v. Whiting, 563 U.S. 582 (2011)",2010 J. Sup. Ct. U.S. 407,,,
Collyn Peddie,,2011-01-11,"Goodyear dunlop Tires Operations v. Brown, 564 U.S. 915 (2011)",2010 J. Sup. Ct. U.S. 489-490,,,
Ann O’Connell,,2011-01-12,"Kentucky v. King, 563 US 452 (2011)",2010 J. Sup. Ct. U.S. 493,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Jamesa J. Drake,,2011-01-12,"Kentucky v. King, 563 US 452 (2011)",2010 J. Sup. Ct. U.S. 493,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Lisa S. Blatt,,2011-01-19,"Astra USA v. Santa Clara County, California, 563 U.S. 110 (2011)",2010 J. Sup. Ct. U.S. 527,,,
Ginger D. Anders,,2011-01-19,"Astra USA v. Santa Clara County, California, 563 U.S. 110 (2011)",2010 J. Sup. Ct. U.S. 527,,,
Nicole A. Saharsky,,2011-02-28,"DePierre v. United States, 564 U.S. 70 (2011)",2010 J. Sup. Ct. U.S. 638,,,
Leondra R. Kruger,,2011-03-01,"Alford v. Greene, 563 U.S. 692 (2011)",2010 J. Sup. Ct. U.S. 640,,,
Carolyn A. Kubitschek,,2011-03-01,"Alford v. Greene, 563 U.S. 692 (2011)",2010 J. Sup. Ct. U.S. 640,,,
